descendant	ancestor	display
196115007	233703007	Pulmonary congestion and hypostasis
196116008	233703007	Pulmonary hypostasis
196151000	233703007	Pulmonary insufficiency following shock
196152007	233703007	Pulmonary insufficiency following surgery
196153002	233703007	Pulmonary insufficiency following trauma
233717003	233703007	Diffuse pulmonary neurofibromatosis
240629003	233703007	Malarial shock lung
277844007	233703007	Pulmonary lymphangioleiomyomatosis
302913000	233703007	Diffuse pulmonary calcinosis
426437004	233703007	Familial idiopathic pulmonary fibrosis
427123006	233703007	Interstitial lung disease due to collagen vascular disease
697923008	233703007	Pulmonary hypertension in lymphangioleiomyomatosis
707433009	233703007	Lymphangioleiomyomatosis due to tuberous sclerosis syndrome
707435002	233703007	Neuroendocrine cell hyperplasia of infancy
707541006	233703007	Acute respiratory distress in newborn with surfactant disorder
707551007	233703007	Pulmonary interstitial glycogenosis
711379004	233703007	Interstitial lung disease due to connective tissue disease
723829000	233703007	Pulmonary fibrosis, hepatic hyperplasia, bone marrow hypoplasia syndrome
733453005	233703007	Congenital nephrotic syndrome, interstitial lung disease, epidermolysis bullosa syndrome
737181009	233703007	Interstitial lung disease due to systemic disease
737182002	233703007	Interstitial lung disease due to granulomatous disease
737183007	233703007	Interstitial lung disease due to metabolic disease
737184001	233703007	Interstitial lung disease with systemic vasculitis
770760006	233703007	16q24.1 microdeletion syndrome
783182004	233703007	Chronic respiratory distress with surfactant metabolism deficiency
789574002	233703007	Acute exacerbation of idiopathic pulmonary fibrosis
860890006	233703007	Fetal interstitial neoplasm of lung
866103007	233703007	Interstitial lung disease due to juvenile polymyositis
1017196003	233703007	Interstitial pulmonary fibrosis due to inhalation of substance
1017197007	233703007	Interstitial pulmonary fibrosis due to inhalation of drug
1172606002	233703007	Idiopathic pleuroparenchymal fibroelastosis
1222677008	233703007	Interstitial lung disease due to surfactant protein C deficiency
1222678003	233703007	Interstitial lung disease due to ABCA3 deficiency
1222679006	233703007	Autoimmune interstitial lung disease, arthritis syndrome
1228876007	233703007	Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency
1284850005	233703007	Interstitial lung disease due to and following radiotherapy
1344640009	233703007	Chronic pulmonary fibrosis caused by vapor
1348304006	233703007	Fibrosis, neurodegeneration, cerebral angiomatosis syndrome
1354861009	233703007	Lung disease, immunodeficiency, chromosome breakage syndrome
328641000119109	233703007	Genetic disorder of surfactant dysfunction
328661000119108	233703007	Interstitial lung disease of childhood
352269591000119107	233703007	Acute respiratory distress syndrome due to vaping
370658281000119103	233703007	Acute respiratory distress syndrome due to dabbing
470101491000119107	233703007	Interstitial lung disorder due to dabbing
556179491000119104	233703007	Interstitial lung disorder due to vaping
674814021000119106	233703007	Acute respiratory distress syndrome due to COVID-19
684633371000119107	233703007	Diffuse pulmonary meningotheliomatosis
19944001	234336002	Autologous bone marrow transplant without purging
23719005	234336002	Transplantation of bone marrow
46280001	234336002	Autologous bone marrow transplant with purging
58390007	234336002	Allogeneic bone marrow transplantation
58776007	234336002	Autologous bone marrow transplant
234331007	234336002	Syngeneic bone marrow transplant
234332000	234336002	Allogeneic T-cell depleted allogeneic bone marrow transplant
234333005	234336002	Allogeneic imperfect T-cell depleted allogeneic bone marrow transplant
234334004	234336002	Allogeneic related bone marrow transplant
234335003	234336002	Allogeneic unrelated bone marrow transplant
278257006	234336002	Peripheral blood stem cell transplantation
425563003	234336002	Cord blood transplant to bone marrow
425843001	234336002	Allogeneic peripheral blood stem cell transplant
425983008	234336002	Autologous peripheral blood stem cell transplant
426425001	234336002	Allograft of bone marrow from sibling donor
427423003	234336002	Allogeneic bone marrow transplant from matched unrelated donor
427615008	234336002	Allogeneic cord blood transplant to bone marrow
442557006	234336002	Allogeneic bone marrow transplant from unmatched unrelated donor
445757003	234336002	Allogeneic bone marrow transplantation without purging
446253009	234336002	Allogeneic bone marrow transplantation with purging
698075004	234336002	Syngeneic peripheral blood stem cell transplantation
709115004	234336002	Transplantation of autologous hematopoietic stem cell
711429001	234336002	Transplantation of autologous progenitor cell
1172516002	234336002	High-dose chemotherapy with stem cell transplant
174241000112100	234336002	Transplantation of allogeneic hematopoietic stem cell
16584951000119101	2360001000004109	Oral steroid-dependent asthma
19944001	23719005	Autologous bone marrow transplant without purging
46280001	23719005	Autologous bone marrow transplant with purging
58390007	23719005	Allogeneic bone marrow transplantation
58776007	23719005	Autologous bone marrow transplant
234331007	23719005	Syngeneic bone marrow transplant
234332000	23719005	Allogeneic T-cell depleted allogeneic bone marrow transplant
234333005	23719005	Allogeneic imperfect T-cell depleted allogeneic bone marrow transplant
234334004	23719005	Allogeneic related bone marrow transplant
234335003	23719005	Allogeneic unrelated bone marrow transplant
426425001	23719005	Allograft of bone marrow from sibling donor
427423003	23719005	Allogeneic bone marrow transplant from matched unrelated donor
442557006	23719005	Allogeneic bone marrow transplant from unmatched unrelated donor
445757003	23719005	Allogeneic bone marrow transplantation without purging
446253009	23719005	Allogeneic bone marrow transplantation with purging
162863004	238131007	Body mass index 25-29 - overweight
450451007	238131007	Overweight in childhood
722595002	238131007	Overweight in adulthood with body mass index of 25 or more but less than 30
39674000	24743004	Familial C3B inhibitor deficiency syndrome
81166004	24743004	Properdin deficiency disease
234593008	24743004	Classical complement pathway abnormality
234594002	24743004	Complement 1q deficiency
234595001	24743004	Complement 1q beta chain deficiency
234596000	24743004	Complement 1q dysfunction
234597009	24743004	Complement 1r deficiency
234598004	24743004	Complement 1s deficiency
234599007	24743004	Complement 2 deficiency
234600005	24743004	Complement 4 deficiency
234601009	24743004	Complement 4A deficiency
234602002	24743004	Complement 4B deficiency
234604001	24743004	Alternative pathway deficiency
234605000	24743004	Factor B deficiency
234607008	24743004	Factor D deficiency
234608003	24743004	Terminal component deficiency
234609006	24743004	Complement 5 deficiency
234611002	24743004	Complement 6 deficiency
234612009	24743004	Complement 7 deficiency
234613004	24743004	Combined complement 6 and 7 deficiencies
234614005	24743004	Complement 8 beta chain deficiency
234615006	24743004	Complement 8 beta chain dysfunction
234616007	24743004	Complement 8 alpha-gamma deficiency
234617003	24743004	Complement 9 deficiency
234618008	24743004	Complement regulatory factor defect
234619000	24743004	Hereditary C1 esterase inhibitor deficiency - deficient factor
234620006	24743004	Hereditary C1 esterase inhibitor deficiency - dysfunctional factor
234621005	24743004	Factor I deficiency
234622003	24743004	Factor H deficiency
234623008	24743004	Complement 4 binding protein deficiency
234624002	24743004	Decay accelerating factor deficiency
234625001	24743004	Homologous restriction factor deficiency
234626000	24743004	Complement 5a inhibitor deficiency
234627009	24743004	Anaphylotoxin inactivator deficiency
234628004	24743004	Complement receptor deficiency
234629007	24743004	Complement receptor 1 deficiency
234630002	24743004	Complement receptor 3 deficiency
263661007	24743004	Complement 5 dysfunction
771078002	24743004	Immunodeficiency due to MASP-2 deficiency
771443008	24743004	Complement component 3 deficiency
778027003	24743004	Primary CD59 deficiency
783007005	24743004	Recurrent Neisseria infection due to factor D deficiency
783621008	24743004	Immunodeficiency with factor I anomaly
1162263002	24743004	Complement component 8 deficiency
1279887007	24743004	Complement hyperactivation, angiopathic thrombosis, protein losing enteropathy syndrome
16445007	248110007	Homosexual forcible assault
22439003	248110007	Forcible intercourse
39379000	248110007	Forcible sexual assault
242953000	248110007	Rape with vaginal intercourse
242954006	248110007	Sexual assault with anal penetration by penis
242955007	248110007	Sexual assault on male with anal penetration by penis
242956008	248110007	Sexual assault with oral penetration by penis
242957004	248110007	Attempted rape of female
242958009	248110007	Attempted vaginal rape of female
242959001	248110007	Attempted anal rape of female
242960006	248110007	Attempted male rape
242961005	248110007	Sexual assault with digital penetration of vagina
242962003	248110007	Sexual assault with digital penetration of anus
242963008	248110007	Sexual assault with penetration of vagina with foreign body
242964002	248110007	Sexual assault with penetration of anus with foreign body
242965001	248110007	Sexual assault of female with touching of sexual parts
242966000	248110007	Sexual assault on female with touching of unclothed vulva
242967009	248110007	Sexual assault of female with touching of unclothed breast
242968004	248110007	Sexual assault of female with touching of vulva through clothing
242969007	248110007	Sexual assault of female with touching of breast through clothing
242970008	248110007	Sexual assault on male with touching of sexual organs
242971007	248110007	Sexual assault on male with touching of sexual organs through clothing
242972000	248110007	Sexual assault on male with touching of unclothed sexual organs
248111006	248110007	Rape - assault
248112004	248110007	Sexual battery
782869001	248110007	Incapacitated sexual assault
404904002	248279007	Frail elderly
224864007	257561002	College
224865008	257561002	Tertiary college
224866009	257561002	Sixth form college
224867000	257561002	Further education college
224868005	257561002	Technical college
224869002	257561002	Adult education college
224870001	257561002	Community college
224871002	257561002	University
224872009	257561002	Polytechnic
224688007	257656006	Remand home
224689004	257656006	Young offenders center
26091000087104	26369006	Public health nurse practitioner
938005	265940000	Veterinarian (general)
2612001	265940000	Veterinary pathologist
10880008	265940000	Practical aid (veterinary)
23489002	265940000	Animal scientist
53216000	265940000	Veterinary assistant
56079002	265940000	Public health veterinarian
106290006	265940000	Veterinarian
159044002	265940000	Animal health attendant
159045001	265940000	Animal laboratory technician
159046000	265940000	Trainee - animal health
1078007	266006009	Macaroni maker
6463007	266006009	Sterilizing cook
7710007	266006009	Chocolate maker
11324000	266006009	Ice-cream maker
12539000	266006009	Meat and fish smoker
15714002	266006009	Dairy product pasteurizer
18851000	266006009	Refining-machine operator (oils and fats)
19779008	266006009	Sausage maker
21097008	266006009	Grain miller
21198001	266006009	Carbonation man (sugar refining)
25553005	266006009	Dairy product processer (general)
28024000	266006009	Oil pressman (edible oils)
28990001	266006009	Yeast maker
31519009	266006009	Baker, general
31973006	266006009	Coffee and tea taster
32744001	266006009	Rice miller
34317009	266006009	Butcher, general
39369002	266006009	Meat cutter
42388008	266006009	Spice miller
45856003	266006009	Cocoa-bean roaster
48097005	266006009	Hydrogenation operator (oils and fats)
51198004	266006009	Kilnman (malting)
52348005	266006009	Germination worker (malting)
52696003	266006009	Wine and liquor taster
53334004	266006009	Fish butcher
54533002	266006009	Fish-preserving cook
55769003	266006009	Preserving cook, general
56981002	266006009	Pickler, food
61162005	266006009	Vinegar maker
61545008	266006009	Fermenting-room man
64381008	266006009	Supervisor and general foreman, food and beverages Processing
64972008	266006009	Foodstuffs freezer
69919006	266006009	Slaughterer
71582000	266006009	Bread baker
72136004	266006009	Cheese maker
73493005	266006009	Diffuser operator (beet sugar)
73963005	266006009	Wine worker
78526007	266006009	Coffee blender
84280000	266006009	Confectionery maker
84928002	266006009	Crystallizer operator (sugar refining)
85032002	266006009	Fruit-press operator
85359003	266006009	Continuous sugar-refining-machine operator
85525001	266006009	Sugar-cane grinder
85841008	266006009	Butter maker
86519009	266006009	Pastry maker
86523001	266006009	Foodstuffs dehydrator
88608009	266006009	Tea blender
90286001	266006009	Coffee roaster
90340000	266006009	Malt cooker
106437009	266006009	Food AND/OR beverage processer
106438004	266006009	Grain miller AND/OR related worker
106439007	266006009	Sugar processer AND/OR refiner
106440009	266006009	Butcher AND/OR meat preparer
106441008	266006009	Food preserver
106442001	266006009	Dairy product processer
106443006	266006009	Baker, pastrycook AND/OR confectionery maker
106444000	266006009	Tea, coffee AND/OR cocoa preparer
106445004	266006009	Brewer, wine AND/OR beverage maker
159244005	266006009	Brewer
159891005	266006009	Foreman -food/drink processors
159892003	266006009	Flour confectioner
159893008	266006009	Poultry dresser
159894002	266006009	Food processor - cooker
159895001	266006009	Food processing sterilizer
159896000	266006009	Food processor - freezer
159897009	266006009	Food processor - rollerman
159898004	266006009	Food processor - grinder
159899007	266006009	Food processor - mixer
159900002	266006009	Food processor - blender
159901003	266006009	Food processor - filterer
308241004	266006009	Baker
308242006	266006009	Drink processor
308243001	266006009	Food processor
105811000119100	271511000	Immunity to hepatitis B determined by serology
878004	274272004	Ship's steward
2257003	274272004	Bartender
3126002	274272004	Cook, private service
12955000	274272004	Waiter, formal service
13510006	274272004	Cooker (chemical and related processes)
28133000	274272004	Roaster (chemical and related processes)
37316008	274272004	Wine waiter
50798002	274272004	Chief steward (ship)
54722003	274272004	Ship's cook
67926004	274272004	Cook, except private service
71174005	274272004	Waiter, general
83610008	274272004	Aircraft cabin attendant
85552006	274272004	Head waiter
86519009	274272004	Pastry maker
86679008	274272004	Drier operator (chemical and related processes)
90710004	274272004	Head cook
106372008	274272004	Cook, waiter, bartender AND/OR related worker
106373003	274272004	Cook
106374009	274272004	Waiter, bartender AND/OR related worker
106423000	274272004	Cooker, roaster AND/OR related heat treater
159433000	274272004	Club steward
159682009	274272004	Catering supervisor
159683004	274272004	Head chef
159684005	274272004	Head barman
159686007	274272004	Trainee catering supervisor
159689000	274272004	Chef - gourmet fare
159690009	274272004	Chef - plain fare
159691008	274272004	Fish fryer
159692001	274272004	Assistant cook
159693006	274272004	Trainee cook
159695004	274272004	Waiters/waitresses
159696003	274272004	Waitress
159698002	274272004	Trainee waiter
159700006	274272004	Barmen/barmaids
159701005	274272004	Barman
159702003	274272004	Barmaid
159703008	274272004	Barman - cocktail bar
159704002	274272004	Bar waiter
159706000	274272004	Food counter hands/dispensers
159707009	274272004	Food dispenser - table service
159708004	274272004	Food dispenser-counter service
159711003	274272004	Kitchen assistant
159712005	274272004	Washer-up
159713000	274272004	Kitchen porter
159714006	274272004	Table clearer - catering
159719001	274272004	Chief air steward
159734007	274272004	Travel courier
159804005	274272004	Carver - meat
265985004	274272004	Cooks/chefs
265986003	274272004	Kitchen porter/hands
265989005	274272004	Travel stewards/attendants
308207007	274272004	Chef
308208002	274272004	Steward
308209005	274272004	Chief steward
308217002	274272004	Food dispenser
308218007	274272004	Food counter hand
724442004	27631000146108	Dissection of ascending aorta and aortic arch
105791000119104	278968001	Immunity to rubella determined by serology
293721000119101	278968001	Immunity to measles and mumps and rubella determined by serology
105801000119103	278971009	Immunity to hepatitis A determined by serology
31367003	293104008	Postvaccinal encephalomyelitis
219075006	293104008	Adverse reaction to bacterial vaccine
219076007	293104008	Adverse reaction to tuberculosis vaccine
219079000	293104008	Adverse reaction to paratyphoid vaccine
219082005	293104008	Adverse reaction to cholera vaccine
219083000	293104008	Adverse reaction to plague vaccine
219084006	293104008	Adverse reaction to tetanus vaccine
219085007	293104008	Adverse reaction to diphtheria vaccine
219088009	293104008	Adverse reaction to meningococcal vaccine
219094001	293104008	Adverse reaction to typhus vaccine
219095000	293104008	Adverse reaction to yellow fever vaccine
219096004	293104008	Adverse reaction to measles vaccine
293105009	293104008	Adverse reaction to anthrax vaccine
293108006	293104008	Adverse reaction to diphtheria and tetanus vaccine
293109003	293104008	Adverse reaction to diphtheria, pertussis, and tetanus vaccine
293110008	293104008	Adverse reaction to hepatitis B vaccine
293114004	293104008	Adverse reaction to mumps vaccine
293115003	293104008	Adverse reaction to pertussis vaccine
293116002	293104008	Adverse reaction to pneumococcal vaccine
293117006	293104008	Adverse reaction to poliomyelitis vaccine
293118001	293104008	Adverse reaction to rabies vaccine
293119009	293104008	Adverse reaction to rubella vaccine
293120003	293104008	Adverse reaction to smallpox vaccine
293122006	293104008	Adverse reaction to typhoid vaccine
293125008	293104008	Adverse reaction to measles and mumps and rubella vaccine
293126009	293104008	Adverse reaction to hepatitis A vaccine
293127000	293104008	Adverse reaction to Haemophilus influenzae type b vaccine
408672009	293104008	Adverse reaction to viral vaccine
420113004	293104008	Adverse reaction to influenza virus vaccine
1142181004	293104008	Adverse reaction to COVID-19 mRNA vaccine
1142182006	293104008	Adverse reaction to COVID-19 antigen vaccine
1156256003	293104008	Adverse reaction to COVID-19 vaccine
1156746003	293104008	VITT - vaccine-induced immune thrombotic thrombocytopenia
1157106007	293104008	Adverse reaction to COVID-19 non-replicating viral vector vaccine
1157195001	293104008	Adverse reaction to inactivated whole COVID-19 antigen vaccine
1162639000	293104008	Adverse reaction to diphtheria and acellular pertussis and Haemophilus influenzae type b and hepatitis B and inactivated poliomyelitis and tetanus vaccine
1162644007	293104008	Adverse reaction to COVID-19 recombinant spike protein antigen vaccine
1179495001	293104008	Adverse reaction to COVID-19 virus-like particle antigen vaccine
1193581003	293104008	Adverse reaction to COVID-19 DNA plasmid encoding spike protein vaccine
1217476001	293104008	Anaphylaxis caused by component of vaccine product
1303850003	293104008	Adverse reaction to component of vaccine product containing Tick-borne encephalitis virus antigen
1303851004	293104008	Adverse reaction to component of vaccine product containing Human papillomavirus antigen
1303852006	293104008	Adverse reaction to component of vaccine product containing Human alphaherpesvirus 3 antigen
1340018008	293104008	TTS (thrombosis with thrombocytopenia syndrome) following non-replicating adenovirus vector COVID-19 vaccination
15920121000119103	293104008	Allergic reaction caused by vaccine product
914587451000119107	293104008	Anaphylaxis caused by component of vaccine product against severe acute respiratory syndrome coronavirus 2
428493006	307052004	Crack cocaine misuse
702771005	307052004	Illicit medication use unknown
741063003	307052004	Illicit drug injection in last 12 months
18027006	313039003	Transplantation of liver
27280000	313039003	Liver transplant with recipient hepatectomy
32413006	313039003	Transplantation of heart
32477003	313039003	Heart-lung transplant with recipient cardiectomy-pneumonectomy
47058000	313039003	Heart transplant with recipient cardiectomy
61535006	313039003	Transplantation of spleen
62438007	313039003	Transplantation of pancreas
62511003	313039003	Autotransplant of lung
67562009	313039003	Heterotransplant of pancreas
70536003	313039003	Transplant of kidney
71947008	313039003	Homotransplant of pancreas
76077004	313039003	Total pancreatectomy with transplantation
88039007	313039003	Transplant of lung
174425003	313039003	Orthotopic liver transplant
174426002	313039003	Heterotopic liver transplant
174427006	313039003	Replacement of previous liver transplant
174691005	313039003	Transplantation of pancreas and duodenum
174692003	313039003	Whole organ pancreatic transplant
174693008	313039003	Transplantation of tail of pancreas
174694002	313039003	Renewal of transplanted pancreatic tissue
174802006	313039003	Allotransplant of heart and lung
174808005	313039003	Xenotransplant of heart
174809002	313039003	Heterotopic allotransplant of heart
175899003	313039003	Autotransplantation of kidney
175901007	313039003	Live donor renal transplant
175902000	313039003	Cadaveric renal transplant
232657004	313039003	Single lung transplant
232658009	313039003	Double lung transplant
232659001	313039003	Double lung transplant as a block
232660006	313039003	Bilateral sequential single lung transplant
232973007	313039003	Allotransplant of heart
232974001	313039003	Orthotopic allotransplant of heart
236138007	313039003	Xenograft renal transplant
277451006	313039003	Part organ pancreatic transplant
313030004	313039003	Donor renal transplantation
345797001	313039003	Autotransplantation of pancreatic tissue
405768001	313039003	Autotransplantation of heart
426356008	313039003	Orthotopic transplantation of whole liver
429332008	313039003	Transplantation of single lobe of lung
711411006	313039003	Allotransplantation of kidney from beating heart cadaver
711413009	313039003	Allotransplantation of kidney from non-beating heart cadaver
765478004	313039003	Allotransplantation of left kidney
765479007	313039003	Allotransplantation of right kidney
782655004	313039003	Laparoscopic transplant of kidney using robotic assistance
1332281007	313039003	Piggy-back liver transplant
6471000179103	313039003	Transplantation of kidney and pancreas
3439009	31323000	SCID (severe combined immunodeficiency) due to absent peripheral T cell maturation
22406001	31323000	SCID (severe combined immunodeficiency) due to absent lymphoid stem cells
36980009	31323000	SCID (severe combined immunodeficiency) due to absent adenosine deaminase
44940001	31323000	Adenosine deaminase deficiency
45390000	31323000	SCID (severe combined immunodeficiency) due to absent IL-2 (interleukin-2) production
49555001	31323000	SCID (severe combined immunodeficiency) due to absent T cell receptor
55602000	31323000	Nezelof's syndrome
111584000	31323000	Reticular dysgenesis
111587007	31323000	SCID due to absent IL-2 receptor
190996002	31323000	Severe combined immunodeficiency with reticular dysgenesis
190997006	31323000	Severe combined immunodeficiency with low T- and B-cell numbers
190998001	31323000	Severe combined immunodeficiency with low or normal B-cell numbers
234570002	31323000	Severe combined immunodeficiency with maternofetal engraftment
234571003	31323000	Warts, hypogammaglobulinemia, infections, and myelokathexis
350353007	31323000	De Vaal's syndrome
351287008	31323000	Reticular dysgenesis with congenital aleukocytosis
362993009	31323000	Autosomal recessive SCID (severe combined immunodeficiency disease)
715982006	31323000	Severe combined immunodeficiency due to DCLRE1C deficiency
716378008	31323000	Combined immunodeficiency due to ZAP70 deficiency
716871006	31323000	Severe combined immunodeficiency due to deoxyribonucleic acid dependent protein kinase catalytic subunit deficiency
718107000	31323000	T-cell negative B-cell positive severe combined immunodeficiency due to JAK3 deficiency
720345008	31323000	Severe T-cell immunodeficiency, congenital alopecia, nail dystrophy syndrome
720853005	31323000	Severe combined immunodeficiency, microcephaly, growth retardation, sensitivity to ionizing radiation syndrome
720986005	31323000	Anhidrotic ectodermal dysplasia, immunodeficiency, osteopetrosis, lymphedema syndrome
721977007	31323000	Lung fibrosis, immunodeficiency, 46,XX gonadal dysgenesis syndrome
722067005	31323000	Severe combined immunodeficiency with hypereosinophilia
724177005	31323000	LIG4 syndrome
724361001	31323000	Hepatic veno-occlusive disease with immunodeficiency syndrome
725135004	31323000	Combined immunodeficiency due to CD3gamma deficiency
725290000	31323000	Combined immunodeficiency due to partial RAG1 deficiency
763623001	31323000	Severe combined immunodeficiency due to CTPS1 deficiency
765145001	31323000	T cell negative B cell positive severe combined immunodeficiency due to gamma chain deficiency
765188009	31323000	Severe combined immunodeficiency due to complete RAG1 and/or RAG2 deficiency
782751003	31323000	Severe combined immunodeficiency due to IKK2 deficiency
783617001	31323000	Severe combined immunodeficiency due to LCK deficiency
789777007	31323000	Short-limb skeletal dysplasia with severe combined immunodeficiency
1179284005	31323000	Severe combined immunodeficiency due to LAT deficiency
1229940001	31323000	Autosomal recessive T-cell negative, B-cell positive severe combined immunodeficiency due to IL-7Ralpha deficiency
1229941002	31323000	Autosomal recessive T-cell negative, B-cell positive severe combined immunodeficiency due to CD45 deficiency
1229942009	31323000	Severe combined immunodeficiency due to CORO1A deficiency
1335927007	31323000	T-cell negative B-cell positive severe combined immunodeficiency
1351209002	31323000	Autosomal recessive T- B+ severe combined immunodeficiency due to CD3D mutation
1351210007	31323000	Autosomal recessive T- B+ severe combined immunodeficiency due to CD3E mutation
1351211006	31323000	Autosomal recessive T- B+ severe combined immunodeficiency due to CD3Z mutation
1351212004	31323000	Autosomal recessive T- B+ severe combined immunodeficiency due to SLP76 mutation
1351235001	31323000	Autosomal dominant T-cell negative, B-cell negative severe combined immunodeficiency due to activated RAC2 defect
1351613000	31323000	Severe combined immunodeficiency due to BCL11B deficiency
987840791000119102	31323000	Adenosine deaminase 2 deficiency
1985008	32457005	Vomitus
2522002	32457005	Extravascular blood
2648004	32457005	Bile vomitus
2778004	32457005	Pleural fluid
3318003	32457005	Vaginal secretion
3493007	32457005	Smegma clitoridis
4635002	32457005	Arterial blood
6085005	32457005	Synovial fluid
6089004	32457005	Lochia alba
6993007	32457005	Seminal fluid
8914005	32457005	Endolymph
8969008	32457005	Bulbourethral secretions
10031004	32457005	Vulvar secretions
11220007	32457005	Ileal juice
11311000	32457005	Pus
11439000	32457005	Vas deferens secretions
11453000	32457005	Cerebroventricular fluid
12499000	32457005	Cord blood
17387004	32457005	Pancreatic fluid
17913001	32457005	Allantoic fluid
18368008	32457005	Chyle
20125000	32457005	Intracellular fluid
21609003	32457005	Gastric vomitus
23050004	32457005	Small intestinal juice
23378005	32457005	Male genital fluid
25670009	32457005	Fetal fluids
27897001	32457005	Jejunal juice
28112009	32457005	Meconium stool
31675002	32457005	Capillary blood
31773000	32457005	Gastric juice
32932008	32457005	Extracorporeal blood
32946008	32457005	Fallopian tube secretions
34429004	32457005	Pericardial fluid
35668007	32457005	Endometrial secretions
37841008	32457005	Menstrual fluid
38000004	32457005	Lymph
38348009	32457005	Body water
38482004	32457005	Apocrine sweat
38922008	32457005	Urinary tract fluid
40431001	32457005	Tears
45710003	32457005	Sputum
46425005	32457005	Intestinal vomitus
49146009	32457005	Cutaneous fluid
49378006	32457005	Eccrine sweat
49636006	32457005	Lochia
50473004	32457005	Female genital fluid
50852005	32457005	Seminal vesicle fluid
50863008	32457005	Plasma
51280008	32457005	Sebum
52053009	32457005	Epididymal fluid
52546008	32457005	Perilymph
53130003	32457005	Venous blood
53875002	32457005	Colostrum
54024007	32457005	Duodenal juice
54442006	32457005	Right pleural fluid
55450009	32457005	Extracellular fluid
56471005	32457005	Colonic vomitus
57259009	32457005	Gallbladder bile
62059006	32457005	Gastric contents
64778000	32457005	Mammary fluid
64856004	32457005	Digestive system fluid
64993006	32457005	Placental fluid
65216001	32457005	Cerebrospinal fluid
66404001	32457005	Lochia rubra
70150004	32457005	Bile
72869002	32457005	Upper respiratory fluid
74483008	32457005	Urethral secretion
74616000	32457005	Sweat
76639009	32457005	Chorionic fluid
77012006	32457005	Amniotic fluid
78014005	32457005	Urine
79249000	32457005	Lochia flava
81689006	32457005	Prostatic fluid
87200008	32457005	Lower respiratory fluid
87612001	32457005	Blood
89853003	32457005	Cortilymph
113256003	32457005	Left pleural fluid
113291006	32457005	Lochia sanguinolenta
116163001	32457005	Seminal plasma
116176007	32457005	Mixed venous blood
116202001	32457005	Platelet poor plasma
116203006	32457005	Platelet rich plasma
119273009	32457005	Peripheral blood
225774006	32457005	Curds
225775007	32457005	Digested food
225779001	32457005	Undigested food
226789007	32457005	Breast milk
226790003	32457005	Expressed breast milk
247450001	32457005	Exudate
256868006	32457005	Gastric secretions
256890006	32457005	Gastrostomy fluid
256897009	32457005	Saliva
256911005	32457005	Normal plasma
256914002	32457005	Circulating blood
256915001	32457005	Aluminum hydroxide absorbed plasma
261225002	32457005	Banked autologous blood
261227005	32457005	Blood from surgical drain
262020000	32457005	Operative salvaged blood
264307007	32457005	Forewater
264309005	32457005	Hindwater
307488001	32457005	Discharge - substance
307489009	32457005	Mucous discharge
307490000	32457005	Serous discharge
307491001	32457005	Purulent discharge
307492008	32457005	Mucopurulent discharge
307493003	32457005	Bloody discharge
307494009	32457005	Serosanguineous discharge
312314007	32457005	Gastric acid
312483008	32457005	Menstrual blood
371952000	32457005	Systemic arterial blood
371953005	32457005	Pulmonary artery blood
371954004	32457005	Pulmonary vein blood
386093002	32457005	Oral secretion
386094008	32457005	Parotid gland saliva
409614007	32457005	Peritoneal fluid
409615008	32457005	Ascitic fluid
410579004	32457005	Respiratory fluid
410582009	32457005	Nasal fluid
410583004	32457005	Nasal sinus fluid
413425005	32457005	Acid mantle
413478009	32457005	Allogeneic bone marrow fluid
413604003	32457005	Autologous bone marrow fluid
413679007	32457005	Bone marrow fluid
413867005	32457005	Clear body fluid
414264001	32457005	Cord blood stem cell fluid
414265000	32457005	Fluid containing hemopoietic stem cells
414266004	32457005	Peripheral blood stem cell fluid
415288006	32457005	Related allogeneic bone marrow fluid
415694009	32457005	Syngeneic bone marrow fluid
415795003	32457005	Unrelated allogeneic bone marrow fluid
418128004	32457005	Banked whole blood
420135007	32457005	Whole blood
421284002	32457005	Mucoid discharge
423662002	32457005	Respiratory secretion
425460003	32457005	Aqueous humor
426101004	32457005	Vitreous humor
426341004	32457005	Lacrimal fluid
426513002	32457005	Eye fluid
427223001	32457005	Subretinal fluid
430865005	32457005	Transudate
430869004	32457005	Effusion
431898009	32457005	Joint fluid
442170005	32457005	Colonic intraluminal fluid
456902008	32457005	Lochia serosa
472858001	32457005	Fluid containing adipose tissue derived mesenchymal stem cells
703851003	32457005	Venous plasma
706945001	32457005	Free gastric acid
709114000	32457005	Autologous fluid containing hemopoietic stem cells
711428009	32457005	Autologous fluid containing progenitor cells
724103005	32457005	Perinephric fluid
725093005	32457005	Hydrocele fluid
725133006	32457005	Bronchial fluid
733752004	32457005	Ear fluid
733753009	32457005	Middle ear fluid
733754003	32457005	Vesicle fluid
734089002	32457005	Bursa fluid
734092003	32457005	Suprapatellar bursa fluid
734110008	32457005	Cyst fluid
734111007	32457005	Renal cyst fluid
734112000	32457005	Breast cyst fluid
734113005	32457005	Central nervous system cyst fluid
734114004	32457005	Brain cyst fluid
734115003	32457005	Bartholin gland cyst fluid
734116002	32457005	Ovarian cyst fluid
734117006	32457005	Lacrimal sac mucocele fluid
734118001	32457005	Sebaceous cyst fluid
734119009	32457005	Spermatocele fluid
734120003	32457005	Pancreatic cyst fluid
734121004	32457005	Thyroid cyst fluid
734122006	32457005	Ankle joint synovial fluid
