descendant	ancestor	display
195327007	65198009	Embolism and thrombosis of the posterior tibial artery
195335005	65198009	Embolism and/or thrombosis of the common iliac artery
195339004	65198009	Embolism and thrombosis of the subclavian artery
195340002	65198009	Embolism and thrombosis of the splenic artery
195341003	65198009	Embolism and thrombosis of the axillary artery
195342005	65198009	Embolism and thrombosis of the celiac artery
195343000	65198009	Embolism and thrombosis of hepatic artery
197000003	65198009	Superior mesenteric artery thrombosis
200299000	65198009	Obstetric pulmonary thromboembolism
230740003	65198009	Anterior spinal artery thrombosis
233935004	65198009	Pulmonary thromboembolism
233976008	65198009	Aortic bifurcation thrombosis
239203003	65198009	Arterial thrombosis of flap
243410003	65198009	Thrombosis of mesenteric artery
266262004	65198009	Arterial embolus and thrombosis
266263009	65198009	Embolism and thrombosis of the abdominal aorta
274101000	65198009	Aortic thromboembolism
297146000	65198009	Brachial artery thrombosis
297148004	65198009	Celiac artery thrombosis
297149007	65198009	Common femoral artery thrombosis
297150007	65198009	Common iliac artery thrombosis
297151006	65198009	External iliac artery thrombosis
297152004	65198009	Internal iliac artery thrombosis
297153009	65198009	Profunda femoris artery thrombosis
297154003	65198009	Subclavian artery thrombosis
297155002	65198009	Superficial femoral artery thrombosis
297162006	65198009	Crural artery thrombosis
300919005	65198009	Digital arterial thrombosis
312594005	65198009	Head and neck arterial thrombosis
373420004	65198009	Upshaw-Schulman syndrome
373421000	65198009	Diarrhea-associated hemolytic uremic syndrome
373422007	65198009	Diarrhea-negative hemolytic uremic syndrome
398274000	65198009	Coronary artery thrombosis
408665008	65198009	Pontine artery thrombosis
421327009	65198009	Coronary artery stent thrombosis
425420004	65198009	Thrombosis of internal carotid artery
425932008	65198009	Thrombosis of posterior communicating artery
427184002	65198009	Thrombosis of ulnar artery
438476003	65198009	Autoimmune thrombotic thrombocytopenic purpura
439007008	65198009	Acquired thrombotic thrombocytopenic purpura
441322009	65198009	Drug induced thrombotic thrombocytopenic purpura
444976001	65198009	Congenital hemolytic uremic syndrome
446712002	65198009	Thromboembolus of precerebral artery
449873008	65198009	Atherosclerotic plaque disruption with thrombosis of artery
698363002	65198009	Postoperative thromboembolism of precerebral artery
705129007	65198009	Thrombosis of middle cerebral artery
707412000	65198009	Chronic pulmonary thromboembolism
707413005	65198009	Chronic pulmonary thromboembolism without pulmonary hypertension
707414004	65198009	Acute pulmonary thromboembolism
722721004	65198009	Familial hemolytic uremic syndrome
723869004	65198009	Acute occlusion of aortoiliac artery co-occurrent and due to thromboembolus
723870003	65198009	Acute occlusion of artery of lower limb co-occurrent and due to thromboembolus
723871004	65198009	Acute occlusion of aortoiliac artery due to thrombosis
723872006	65198009	Acute occlusion of artery of lower limb due to thrombosis
723873001	65198009	Arterial obstruction due to thrombotic embolism from mural thrombus of heart
723875008	65198009	Arterial obstruction due to thrombotic embolism from aneurysm of artery
733126003	65198009	Acute occlusion of artery of upper limb caused by thromboembolus
733127007	65198009	Acute occlusion of artery of upper limb caused by thrombus
733325006	65198009	Combined occlusion by thrombus of retinal artery and retinal vein
734298005	65198009	Thromboembolus of internal iliac artery
734299002	65198009	Thromboembolus of external iliac artery
734374000	65198009	Thrombosis of left carotid artery
734382000	65198009	Thrombosis of right carotid artery
734383005	65198009	Thrombosis of left middle cerebral artery
734384004	65198009	Thrombosis of right middle cerebral artery
789660001	65198009	Atypical hemolytic uremic syndrome
1010729007	65198009	Thromboembolus of artery of upper limb
1010730002	65198009	Thromboembolus of artery of lower limb
1144912000	65198009	Chronic thrombotic microangiopathy
1144964006	65198009	Acute intravascular thrombotic microangiopathy
1156016006	65198009	Left posterior cerebral artery thrombosis
1156017002	65198009	Right posterior cerebral artery thrombosis
1156018007	65198009	Left cerebellar artery thrombosis
1156019004	65198009	Right cerebellar artery thrombosis
1163244009	65198009	Postoperative pulmonary thromboembolism
1204177001	65198009	Acute thromboembolic subclavian artery occlusion
1204178006	65198009	Acute thrombotic subclavian artery occlusion
1204179003	65198009	Acute thromboembolic renal artery occlusion
1204180000	65198009	Acute thrombotic renal artery occlusion
1204181001	65198009	Acute thrombotic popliteal artery occlusion
1204182008	65198009	Acute thrombotic iliac artery occlusion
1204183003	65198009	Acute occlusion of popliteal artery due to thromboembolus
1204184009	65198009	Acute thrombotic crural artery occlusion
1204185005	65198009	Acute thromboembolic iliac artery occlusion
1204186006	65198009	Acute thrombotic common femoral artery occlusion
1204187002	65198009	Acute thromboembolic crural artery occlusion
1204195003	65198009	Acute occlusion of visceral artery due to thromboembolus
1204196002	65198009	Acute occlusion of visceral artery due to thrombosis
1204197006	65198009	Acute occlusion of superficial femoral artery due to thromboembolus
1204198001	65198009	Acute occlusion of superficial femoral artery due to thrombosis
1204212006	65198009	Acute occlusion of brachial artery due to thrombosis
1204213001	65198009	Acute occlusion of common femoral artery due to thromboembolus
1204214007	65198009	Acute occlusion of brachial artery due to thromboembolus
1204215008	65198009	Acute occlusion of axillary artery due to thromboembolus
1204216009	65198009	Acute occlusion of axillary artery due to thrombosis
1204217000	65198009	Acute occlusion of artery due to thromboembolus
1204218005	65198009	Acute occlusion of artery due to thrombosis
1204219002	65198009	Acute occlusion of aortic bifurcation due to thromboembolus
1204220008	65198009	Acute occlusion of aortic bifurcation due to thrombosis
1208816008	65198009	Arterial obstruction due to thrombotic embolism from aneurysm of popliteal artery
1208818009	65198009	Arterial obstruction due to thrombotic embolism from aneurysm of thoracic aorta
1208819001	65198009	Arterial obstruction due to paradoxical embolism
1208822004	65198009	Arterial obstruction due to thrombotic embolism from aneurysm of abdominal aorta
1208844009	65198009	Arterial obstruction due to thrombotic embolism from aneurysm of ventricle
1208856005	65198009	Thrombotic embolism from cardiac atrium
1208858006	65198009	Thrombotic embolism from cardiac ventricle
1264001009	65198009	De novo thrombotic microangiopathy following transplant of kidney
1269225005	65198009	Hemolytic uremic syndrome with DGKE deficiency
1269238002	65198009	Thrombosis of anterior cerebral artery
1269239005	65198009	Thrombosis of left anterior cerebral artery
1269240007	65198009	Thrombosis of right anterior cerebral artery
1269243009	65198009	Bilateral thrombosis of carotid arteries
1269244003	65198009	Bilateral thrombosis of cerebellar arteries
1269245002	65198009	Bilateral thrombosis of posterior cerebral arteries
1269246001	65198009	Bilateral thrombosis of vertebral arteries
1269270002	65198009	Infection-related hemolytic uremic syndrome
1279832006	65198009	Acute occlusion of peripheral artery due to thrombosis
1293264009	65198009	Atypical hemolytic uremic syndrome with complement gene abnormality
1295220004	65198009	Atypical hemolytic uremic syndrome with anti-factor H antibodies
1332386004	65198009	Thrombosis of bilateral anterior cerebral arteries
7931000119101	65198009	Anterior choroidal artery thrombosis
139971000119106	65198009	Thrombosis of coronary artery bypass graft
15972461000119101	65198009	Thrombosis of left iliac artery
15972501000119101	65198009	Thrombosis of right iliac artery
15972541000119104	65198009	Thrombosis of bilateral iliac arteries
15972701000119106	65198009	Thrombosis of splenic artery
15978431000119106	65198009	Thrombosis of right vertebral artery
15978471000119109	65198009	Thrombosis of left vertebral artery
16007751000119109	65198009	Thrombosis of artery of right upper extremity
16007791000119104	65198009	Thrombosis of right ulnar artery
16007831000119105	65198009	Bilateral thrombosis of ulnar arteries
16007871000119108	65198009	Thrombosis of artery of left upper extremity
16007911000119106	65198009	Thrombosis of left ulnar artery
16012791000119103	65198009	Thrombosis of artery of right lower extremity
16012831000119109	65198009	Thrombosis of artery of left lower extremity
16012911000119105	65198009	Thrombosis of left popliteal artery
16012951000119106	65198009	Thrombosis of right popliteal artery
16012991000119101	65198009	Thrombosis of left femoral artery
16013031000119107	65198009	Thrombosis of right femoral artery
16013071000119105	65198009	Bilateral thrombosis of common femoral arteries
16013111000119103	65198009	Thrombosis of right common femoral artery
16013151000119102	65198009	Thrombosis of left common femoral artery
16013191000119107	65198009	Bilateral thrombosis of femoral arteries
16026391000119106	65198009	Thrombosis of aorta
232417611000119100	65198009	Thrombotic microangiopathy following transplantation of hematopoietic stem cell
160498000	65853000	School child
413327003	65853000	Student in full time education
450768005	65853000	International student
5061000175102	65853000	Student in part-time education
12232008	67362008	Syphilitic aneurysm of aorta
14336007	67362008	Ruptured abdominal aortic aneurysm
16972009	67362008	Congenital aneurysm of aorta
54160000	67362008	Congenital aneurysm of sinus of Valsalva
73067008	67362008	Ruptured aortic aneurysm
74883004	67362008	Thoracic aortic aneurysm without rupture
75878002	67362008	Abdominal aortic aneurysm without rupture
195258006	67362008	Thoracic aortic aneurysm which has ruptured
195265003	67362008	Thoracoabdominal aortic aneurysm, ruptured
195268001	67362008	Leaking abdominal aortic aneurysm
233984007	67362008	Thoracoabdominal aortic aneurysm
233985008	67362008	Abdominal aortic aneurysm
253646008	67362008	Congenital aneurysm of ascending aorta
314184006	67362008	Ruptured suprarenal aortic aneurysm
314185007	67362008	Juxtarenal aortic aneurysm
314186008	67362008	Inflammatory abdominal aortic aneurysm
315295003	67362008	Recurrent abdominal aortic aneurysm
425771001	67362008	Enlarging abdominal aortic aneurysm
425963007	67362008	Aneurysm of ascending aorta
426270006	67362008	Aneurysm of suprarenal aorta
426948001	67362008	Aneurysm of descending aorta
427490006	67362008	Aneurysm of supraceliac aorta
433068007	67362008	Aneurysm of thoracic aorta
444569004	67362008	Aneurysm of infrarenal abdominal aorta
445284003	67362008	Aortic sinus of Valsalva aneurysm from noncoronary sinus
445285002	67362008	Aortic sinus of Valsalva aneurysm from left coronary sinus
445286001	67362008	Aortic sinus of Valsalva aneurysm from right coronary sinus
448098001	67362008	Aneurysm of aortic sinus of Valsalva with protrusion into pulmonary artery
448099009	67362008	Aneurysm of aortic sinus of Valsalva with protrusion into right atrium
448100001	67362008	Aneurysm of aortic sinus of Valsalva with protrusion into right ventricle
448115000	67362008	Aneurysm of aortic sinus of Valsalva with protrusion into left atrium
448116004	67362008	Aneurysm of aortic sinus of Valsalva with protrusion into left ventricle
448117008	67362008	Aneurysm of aortic sinus of Valsalva with protrusion into pericardial cavity
448328001	67362008	Aneurysm of aortic sinus of Valsalva without rupture
448528000	67362008	Aneurysm of aortic sinus of Valsalva with rupture to pericardial cavity
448723007	67362008	Aneurysm of aortic sinus of Valsalva with rupture to left atrium
448724001	67362008	Aneurysm of aortic sinus of Valsalva with rupture to left ventricle
448744007	67362008	Aneurysm of aortic sinus of Valsalva with rupture to pulmonary artery
448745008	67362008	Aneurysm of aortic sinus of Valsalva with rupture to right atrium
448746009	67362008	Aneurysm of aortic sinus of Valsalva with rupture to right ventricle
448843007	67362008	Aortico-left ventricular tunnel with aneurysm of intracardiac septal wall and aneurysm of extracardiac aortic wall
448975006	67362008	Aortico-left ventricular tunnel with extracardiac aneurysm of aortic wall
712578006	67362008	Aneurysm of aortic arch
715364001	67362008	Familial abdominal aortic aneurysm
735575007	67362008	Perforation of thoracic aorta co-occurrent and due to aneurysm of thoracic aorta
735576008	67362008	Perforation of abdominal aorta co-occurrent and due to aneurysm of abdominal aorta
735577004	67362008	Perforation of thoracoabdominal aorta co-occurrent and due to aneurysm of thoracoabdominal aorta
737158007	67362008	Post-procedural aortic aneurysm
838364007	67362008	Aortic aneurysm due to Loeys-Dietz syndrome
871536000	67362008	Aneurysm of pararenal aorta
871661008	67362008	Aneurysm of aorta at coarctation site following procedure
1204193005	67362008	Aortic aneurysm due to congenital heart disease
2831000119107	67362008	Aneurysm of descending thoracic aorta
557571231000119105	67362008	Ruptured aneurysm of ascending aorta
609590581000119102	67362008	Ruptured aneurysm of descending thoracic aorta
895205251000119104	67362008	Ruptured aneurysm of aortic arch
914650261000119108	67362008	Ruptured aneurysm of infrarenal abdominal aorta
1303457006	67569000	Mild bronchopulmonary dysplasia of newborn
1303458001	67569000	Moderate bronchopulmonary dysplasia of newborn
1303459009	67569000	Severe bronchopulmonary dysplasia of newborn
36789003	69776003	Acute infective gastroenteritis
109814008	69776003	Acute ulcerative gastroenteritis complicating pneumonia
359613008	69776003	Acute infectious nonbacterial gastroenteritis
707222009	69776003	Epidemic gastroenteritis
765756007	69776003	Benign infantile seizure with mild gastroenteritis syndrome
184004	698247007	Withdrawal arrhythmia
2374000	698247007	Monofascicular block
4006006	698247007	Fetal tachycardia affecting management of mother
4554005	698247007	Intraventricular conduction defect
4973001	698247007	Left bundle branch hemiblock
5370000	698247007	Atrial flutter
5609005	698247007	Sinus arrest
6180003	698247007	Complete left bundle branch block
6285003	698247007	Tachyarrhythmia
6374002	698247007	Bundle branch block
6456007	698247007	Supraventricular tachycardia
6624005	698247007	Ventricular tachyarrhythmia
9651007	698247007	Long QT syndrome
10164001	698247007	Parasystole
10626002	698247007	Multifocal premature ventricular complexes
11157007	698247007	Ventricular bigeminy
11849007	698247007	AV junctional rhythm
12026006	698247007	Paroxysmal tachycardia
13395001	698247007	Sinoatrial arrest with nodal/ventricular escape
13640000	698247007	Fusion beats
14718009	698247007	Right bundle branch block, posterior fascicular block AND incomplete left bundle branch block
16574001	698247007	Cardiac arrest following obstetric procedure
16797001	698247007	Accelerated atrioventricular conduction
17366009	698247007	Atrial arrhythmia
17869006	698247007	Anomalous atrioventricular excitation
19092004	698247007	Holt-Oram syndrome
20143001	698247007	Bilateral bundle branch block
20852007	698247007	Romano-Ward syndrome
26950008	698247007	Chronic ectopic atrial tachycardia
27337007	698247007	Unifocal premature ventricular complexes
27885002	698247007	Complete atrioventricular block
28189009	698247007	Mobitz type II atrioventricular block
29320008	698247007	Ectopic rhythm
29717002	698247007	Premature beats
29894000	698247007	Vagal autonomic bradycardia
30667004	698247007	Right bundle branch block AND left anterior fascicular block
32425009	698247007	Right bundle branch block, anterior fascicular block AND posterior fascicular block
32758004	698247007	Right bundle branch block with left bundle branch block
33413000	698247007	Ectopic beats
36083008	698247007	Sick sinus syndrome
37760005	698247007	Left anterior fascicular block
38274001	698247007	Interpolated ventricular premature complexes
38566003	698247007	Right bundle branch block, anterior fascicular block AND incomplete left bundle branch block
39260000	698247007	Nonparoxysmal AV nodal tachycardia
39357005	698247007	Paroxysmal atrial tachycardia with block
40593004	698247007	Fibrillation
41863008	698247007	Right bundle branch block, anterior fascicular block AND incomplete posterior fascicular block
43906007	698247007	Right bundle branch block AND incomplete left bundle branch block
44103008	698247007	Ventricular arrhythmia
44602002	698247007	Persistent sinus bradycardia
44808001	698247007	Conduction disorder of the heart
46220003	698247007	Tic-tac rhythm
46319007	698247007	Right bundle branch block AND left posterior fascicular block
46619002	698247007	Congenital heart block
47830009	698247007	Junctional escape beats
49044005	698247007	Severe sinus bradycardia
49260003	698247007	Idioventricular rhythm
49436004	698247007	Atrial fibrillation
49710005	698247007	Sinus bradycardia
49982000	698247007	Multifocal atrial tachycardia
50799005	698247007	Atrioventricular dissociation
54016002	698247007	Mobitz type I incomplete atrioventricular block
55475008	698247007	Lown-Ganong-Levine syndrome
59118001	698247007	Right bundle branch block
59272004	698247007	Ventricular parasystole
60423000	698247007	Sinus node dysfunction
61277005	698247007	Accelerated idioventricular rhythm
62026008	698247007	Left posterior fascicular block
62657007	698247007	Cardiac arrest AND/OR failure following anesthesia AND/OR sedation in labor AND/OR delivery
63232000	698247007	Multifocal premature beats
63467002	698247007	Left bundle branch block
63593006	698247007	Supraventricular premature beats
65778007	698247007	Sinoatrial block
66568003	698247007	Right bundle branch block, posterior fascicular block AND incomplete anterior fascicular block
66657009	698247007	Paroxysmal ventricular tachycardia
67198005	698247007	Paroxysmal supraventricular tachycardia
69730002	698247007	Idiojunctional tachycardia
71792006	698247007	Nodal rhythm disorder
71908006	698247007	Ventricular fibrillation
72654001	698247007	Supraventricular arrhythmia
73459006	698247007	Right branch block, incomplete anterior fascicular block AND incomplete posterior fascicular block
74021003	698247007	Bifascicular block
74390002	698247007	Wolff-Parkinson-White pattern
74615001	698247007	Tachycardia-bradycardia
75532003	698247007	Ventricular escape beat
76887001	698247007	Anterior fascicular block, posterior fascicular block AND incomplete right bundle branch block
77221000	698247007	Incomplete atrioventricular block with atrioventricular response
78240009	698247007	Cardiac arrest due to pacemaker failure
81681009	698247007	Junctional premature beats
81898007	698247007	Ventricular escape rhythm
82226007	698247007	Diffuse intraventricular block
82838007	698247007	Irregular tachycardia
86014007	698247007	Trifascicular block
88412007	698247007	AV node arrhythmia
129575004	698247007	Cardiac pacemaker twiddler syndrome
180906006	698247007	Neonatal cardiac arrest
181869007	698247007	Neonatal cardiorespiratory arrest
195039008	698247007	Partial atrioventricular block
195042002	698247007	Second degree atrioventricular block
195046004	698247007	Left main stem bundle branch block
195060002	698247007	Ventricular pre-excitation
195069001	698247007	Atrial paroxysmal tachycardia
195070000	698247007	Paroxysmal atrioventricular tachycardia
195071001	698247007	Paroxysmal junctional tachycardia
195072008	698247007	Paroxysmal nodal tachycardia
195083004	698247007	Ventricular fibrillation and flutter
195105007	698247007	Re-entry ventricular arrhythmia
204383001	698247007	Congenital complete atrioventricular heart block
204384007	698247007	Congenital incomplete atrioventricular heart block
213213007	698247007	Cardiac arrest as a complication of care
233891009	698247007	Sinoatrial node tachycardia
233892002	698247007	Ectopic atrial tachycardia
233893007	698247007	Re-entrant atrial tachycardia
233894001	698247007	Incessant atrial tachycardia
233895000	698247007	Ectopic atrioventricular node tachycardia
233896004	698247007	Re-entrant atrioventricular node tachycardia
233897008	698247007	Re-entrant atrioventricular tachycardia
233898003	698247007	Orthodromic atrioventricular re-entrant tachycardia
233899006	698247007	Antidromic atrioventricular re-entrant tachycardia
233900001	698247007	Supraventricular tachycardia with functional bundle branch block
233901002	698247007	His bundle tachycardia
233902009	698247007	Congenital His bundle tachycardia
233903004	698247007	Postoperative His bundle tachycardia
233904005	698247007	Permanent junctional reciprocating tachycardia
233910005	698247007	Lone atrial fibrillation
233911009	698247007	Non-rheumatic atrial fibrillation
233913007	698247007	Familial sick sinus syndrome
233914001	698247007	Postoperative sinus node dysfunction
233915000	698247007	Paroxysmal familial ventricular fibrillation
233916004	698247007	Heart block
233917008	698247007	Atrioventricular block
233918003	698247007	Postoperative complete heart block
233919006	698247007	Familial isolated complete right bundle branch block
233922008	698247007	Concealed accessory pathway
233923003	698247007	Unidirectional retrograde accessory pathway
233927002	698247007	Cardiac arrest with successful resuscitation
234172002	698247007	Pulseless electrical activity
240298005	698247007	Fetal tachycardia
240299002	698247007	Fetal bradycardia
251092003	698247007	Sinus arrest with atrial escape
251093008	698247007	Sinus arrest with junctional escape
251094002	698247007	Sinus arrest with ventricular escape
251114004	698247007	Intermittent second degree atrioventricular block
251120003	698247007	Incomplete left bundle branch block
251123001	698247007	Complete right bundle branch block
251124007	698247007	Incomplete right bundle branch block
251125008	698247007	Minor intraventricular conduction defect
251152003	698247007	Marked sinus arrhythmia
251155001	698247007	Junctional ectopic tachycardia
251161003	698247007	Slow ventricular response
251162005	698247007	AV-junctional (nodal) bradycardia
251163000	698247007	AV junctional (nodal) arrest
251164006	698247007	Junctional premature complex
251165007	698247007	AV junctional (nodal) tachycardia
251167004	698247007	Aberrant premature complexes
251168009	698247007	Supraventricular bigeminy
251170000	698247007	Blocked premature atrial contraction
251171001	698247007	Multiple atrial premature complexes
251172008	698247007	Run of atrial premature complexes
251173003	698247007	Atrial bigeminy
251174009	698247007	Atrial trigeminy
251175005	698247007	Ventricular premature complex
251176006	698247007	Multiple premature ventricular complexes
251177002	698247007	Run of ventricular premature complexes
251179004	698247007	Multiple ventricular interpolated complexes
251180001	698247007	Ventricular trigeminy
251181002	698247007	Ventricular quadrigeminy
251182009	698247007	Paired ventricular premature complexes
251183004	698247007	Aberrantly conducted complex
251186007	698247007	Ventricular escape complex
251187003	698247007	Atrial escape complex
251188008	698247007	Atrial parasystole
253528005	698247007	Arrhythmogenic right ventricular dysplasia
261195002	698247007	Circulatory arrest
270492004	698247007	First degree atrioventricular block
276512006	698247007	Fetal dysrhythmia
276513001	698247007	Neonatal dysrhythmia
276796006	698247007	Atrial tachycardia
278482008	698247007	Atrioventricular tachycardia
282825002	698247007	Paroxysmal atrial fibrillation
283645003	698247007	Lev's syndrome
284470004	698247007	Premature atrial contraction
287057009	698247007	Atrial premature complex
300996004	698247007	Controlled atrial fibrillation
300997008	698247007	Asymptomatic sinoatrial node dysfunction
309809007	698247007	Pulseless electrical activity with successful resuscitation
314208002	698247007	Rapid atrial fibrillation
315027009	698247007	Congenital conduction defect
373905003	698247007	Jervell and Lange-Nielsen syndrome
397829000	698247007	Asystole
406461004	698247007	Ectopic atrial beats
410429000	698247007	Cardiac arrest
410430005	698247007	Cardiorespiratory arrest
413341007	698247007	Neonatal bradycardia
413342000	698247007	Neonatal tachycardia
418341009	698247007	Atrioventricular conduction disorder
418493005	698247007	Right atrial incisional tachycardia
418818005	698247007	Brugada syndrome
419400008	698247007	Incisional tachycardia
419671004	698247007	Catecholaminergic polymorphic ventricular tachycardia
419752005	698247007	Sinoatrial nodal reentrant tachycardia
420002000	698247007	Left atrial incisional tachycardia
421869004	698247007	Bradyarrhythmia
422348008	698247007	Andersen Tawil syndrome
422970001	698247007	Cardiac arrest due to trauma
423168004	698247007	Cardiac arrest due to respiratory disorder
423191000	698247007	Cardiac arrest due to cardiac disorder
424571008	698247007	Cardiac arrest due to drowning
425582007	698247007	Inappropriate sinus tachycardia
425615007	698247007	Chronic atrial flutter
426749004	698247007	Chronic atrial fibrillation
427665004	698247007	Paroxysmal atrial flutter
429243003	698247007	Sustained ventricular fibrillation
440028005	698247007	Permanent atrial fibrillation
440059007	698247007	Persistent atrial fibrillation
442559009	698247007	Bundle branch reentrant ventricular tachycardia
442917000	698247007	Familial long QT syndrome
442946007	698247007	Acquired long QT syndrome
443478002	698247007	Heart block caused by drug
444605001	698247007	Symptomatic sinus bradycardia
450919004	698247007	Atrial standstill
462169004	698247007	Fetal supraventricular tachycardia with short ventriculoatrial interval
462170003	698247007	Fetal supraventricular tachycardia with long ventriculoatrial interval
472809000	698247007	Atrioventricular block due to endocarditis
472810005	698247007	Arrhythmia due to vegetation of infective endocarditis
473006003	698247007	Vagal autonomic bradycardia of prematurity
609506003	698247007	Induced termination of pregnancy complicated by cardiac arrest
698249005	698247007	Progressive familial heart block
698250005	698247007	Progressive familial heart block, type IB
698251009	698247007	Progressive familial heart block, type II
698252002	698247007	Non-specific intraventricular conduction delay
698270004	698247007	Cardiac arrhythmia associated with genetic disorder
698271000	698247007	Cardiac channelopathy
698272007	698247007	Short QT syndrome
698504006	698247007	Postoperative cardiopulmonary failure
699256006	698247007	Timothy syndrome type 1
699748007	698247007	Cardiorespiratory arrest with successful resuscitation
703162001	698247007	Bradycardic cardiac arrest
706923002	698247007	Longstanding persistent atrial fibrillation
710878005	698247007	Mahaim fiber tachycardia
713419002	698247007	Intraoperative cardiorespiratory arrest
715395008	698247007	Familial atrial fibrillation
715535009	698247007	Naxos disease
715560009	698247007	Idiopathic neonatal atrial flutter
715865008	698247007	Familial isolated arrhythmogenic right ventricular dysplasia
715971003	698247007	Long QT syndrome caused by drug
716050002	698247007	Cardiac arrest during surgery
719823007	698247007	Ventricular extrasystoles with syncope, perodactyly and Robin sequence syndrome
719907006	698247007	Timothy syndrome type 2
720448006	698247007	Typical atrial flutter
720507006	698247007	Chronic atrial and intestinal dysrhythmia
721010003	698247007	Heart-hand syndrome type 2
721013001	698247007	Heart-hand syndrome type 3
723860000	698247007	Arrhythmia due to and following acute myocardial infarction
723866006	698247007	Idiopathic ventricular fibrillation not Brugada type
725145002	698247007	Atrial septal defect, atrioventricular conduction defect syndrome
733125004	698247007	Acquired complete atrioventricular block
733454004	698247007	Long thumb brachydactyly syndrome
735682000	698247007	Macro re-entrant atrial tachycardia
735683005	698247007	Cavotricuspid isthmus dependent macroreentry tachycardia
735684004	698247007	Non-cavotricuspid isthmus dependent atrial tachycardia
735685003	698247007	Atrioventricular reciprocating tachycardia
762247006	698247007	Preexcited atrial fibrillation
762534000	698247007	Supraventricular bradyarrhythmia
764457005	698247007	Ankyrin-B syndrome
764732004	698247007	Microcephalus, cerebellar hypoplasia, cardiac conduction defect syndrome
766883006	698247007	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation
770784003	698247007	Sinoatrial node dysfunction and deafness
771179007	698247007	Extrasystoles, short stature, hyperpigmentation, microcephaly syndrome
773587008	698247007	X-linked intellectual disability, cardiomegaly, congestive heart failure syndrome
789039008	698247007	Scar mediated macro re-entrant atrial tachycardia
789693005	698247007	Acquired Brugada syndrome
871686004	698247007	Multiple atrial ectopics
871832005	698247007	Multifocal atrial ectopics
1010405004	698247007	Paroxysmal atrial fibrillation with rapid ventricular response
1142040009	698247007	Right atrial non-cavotricuspid isthmus dependent macro re-entrant atrial tachycardia
1142041008	698247007	Non-scar mediated right atrial non-cavotricuspid isthmus dependent macro re-entrant atrial tachycardia
1142057008	698247007	Anticlockwise cavotricuspid isthmus dependent macroreentry tachycardia
1142064005	698247007	Antidromic atrioventricular reciprocating tachycardia utilizing atrio-ventricular accessory pathway with antegrade unidirectional conduction
1142066007	698247007	Antidromic atrioventricular reciprocating tachycardia utilizing atrio-fascicular accessory pathway with antegrade unidirectional conduction
1142067003	698247007	Non scar mediated left atrial non-cavotricuspid isthmus dependent macro re-entrant atrial tachycardia
1142068008	698247007	Antidromic atrioventricular reciprocating tachycardia utilizing accessory pathway with antegrade unidirectional conduction
1142069000	698247007	Scar mediated left atrial non-cavotricuspid isthmus dependent macro re-entrant atrial tachycardia
1142082008	698247007	Idiopathic junctional ectopic tachycardia
1142086006	698247007	Congenital junctional ectopic tachycardia
1142090008	698247007	Clockwise cavotricuspid isthmus dependent macroreentry tachycardia
1142093005	698247007	Left atrial non-cavotricuspid isthmus dependent macro re-entrant atrial tachycardia
1142098001	698247007	Postoperative junctional ectopic tachycardia
1142103004	698247007	Antidromic atrioventricular reciprocating tachycardia utilizing nodo-fascicular accessory pathway with antegrade unidirectional conduction
1142105006	698247007	Typical atrioventricular nodal re-entry tachycardia
1142110005	698247007	Sinus bradycardia caused by drug
1142111009	698247007	Sinus bradycardia due to metabolic disease
1142114001	698247007	Scar mediated right atrial non-cavotricuspid isthmus dependent macro re-entrant atrial tachycardia
1142117008	698247007	Atypical slow slow atrioventricular nodal re-entry tachycardia
1142118003	698247007	Atypical atrioventricular nodal re-entry tachycardia
1142119006	698247007	Atypical fast slow atrioventricular nodal re-entry tachycardia
1142120000	698247007	Orthodromic atrioventricular reciprocating tachycardia utilizing manifest accessory pathway
1142121001	698247007	Atrioventricular nodal reentry tachycardia with twin atrioventricular nodes
1142122008	698247007	Antidromic atrioventricular reciprocating tachycardia utilizing accessory pathway with bidirectional conduction
1142123003	698247007	Atrial premature depolarization with aberrant ventricular conduction
1142124009	698247007	Atrial premature depolarization with normal conduction
1142204001	698247007	Orthodromic atrioventricular reciprocating tachycardia utilizing concealed accessory pathway
1149361009	698247007	Cardiac arrest due to procedure
1149362002	698247007	Cardiac arrest during procedure
1156821008	698247007	Autosomal recessive sick sinus syndrome
1172698005	698247007	Recurrent metabolic encephalomyopathic crises, rhabdomyolysis, cardiac arrhythmia, intellectual disability syndrome
1179295004	698247007	BVES-related limb girdle muscular dystrophy
1186711002	698247007	GNB5-related intellectual disability, cardiac arrhythmia syndrome
1197418004	698247007	Familial atrial tachyarrhythmia, infra-Hisian cardiac conduction disease
1204124006	698247007	Cardiac arrhythmia due to coronary artery spasm
1204129001	698247007	Catecholaminergic polymorphic ventricular tachycardia due to RYR2 mutation
1204167003	698247007	Catecholaminergic polymorphic ventricular tachycardia due to calsequestrin mutation
1208861007	698247007	Long QT syndrome type 4
1208863005	698247007	Long QT syndrome type 5
1208864004	698247007	Long QT syndrome type 2
1208866002	698247007	Long QT syndrome type 3
1208868001	698247007	Long QT syndrome type 12
1208870005	698247007	Long QT syndrome type 13
1208881008	698247007	Long QT syndrome type 11
1208884000	698247007	Long QT syndrome type 10
1208909006	698247007	Long QT syndrome type 6
1208911002	698247007	Long QT syndrome type 9
